lat,lon,datetime,id
39.977596,116.326894,2008-10-23 10:33:10,001
39.977661,116.326947,2008-10-23 10:33:14,001
39.977647,116.326951,2008-10-23 10:33:19,001
39.977653,116.326857,2008-10-23 10:33:24,001
39.977688,116.326887,2008-10-23 10:33:29,001
39.977748,116.326978,2008-10-23 10:33:33,001
39.97781,116.326995,2008-10-23 10:33:38,001
39.977909,116.327128,2008-10-23 10:33:43,001
39.977979,116.327218,2008-10-23 10:33:47,001
39.978093,116.327214,2008-10-23 10:33:50,001
39.978198,116.32719,2008-10-23 10:33:53,001
39.978254,116.327165,2008-10-23 10:33:58,001
39.978273,116.327255,2008-10-23 10:34:03,001
39.978385,116.327279,2008-10-23 10:34:04,001
39.978487,116.327293,2008-10-23 10:34:06,001
39.978611,116.327292,2008-10-23 10:34:08,001
39.97872,116.327293,2008-10-23 10:34:11,001
39.978803,116.327292,2008-10-23 10:34:16,001
39.978883,116.327259,2008-10-23 10:34:21,001
39.978971,116.327242,2008-10-23 10:34:24,001
39.979016,116.327244,2008-10-23 10:34:29,001
39.979017,116.327211,2008-10-23 10:34:34,001
39.979013,116.327154,2008-10-23 10:34:39,001
39.979088,116.327131,2008-10-23 10:34:44,001
39.979104,116.327143,2008-10-23 10:34:49,001
39.979195,116.327168,2008-10-23 10:34:52,001
39.979293,116.327209,2008-10-23 10:34:55,001
39.979394,116.327208,2008-10-23 10:34:58,001
39.979497,116.327198,2008-10-23 10:35:00,001
39.979629,116.327197,2008-10-23 10:35:02,001
39.979719,116.327182,2008-10-23 10:35:05,001
39.979831,116.327185,2008-10-23 10:35:07,001
39.979919,116.327151,2008-10-23 10:35:12,001
39.979973,116.327109,2008-10-23 10:35:17,001
39.980092,116.327084,2008-10-23 10:35:21,001
39.980126,116.327037,2008-10-23 10:35:26,001
39.980188,116.326994,2008-10-23 10:35:31,001
39.98028,116.326988,2008-10-23 10:35:36,001
39.980404,116.326978,2008-10-23 10:35:39,001
39.980522,116.326976,2008-10-23 10:35:43,001
39.980658,116.326933,2008-10-23 10:35:45,001
39.980765,116.326905,2008-10-23 10:35:48,001
39.98087,116.326873,2008-10-23 10:35:51,001
39.980956,116.32682,2008-10-23 10:35:55,001
39.981364,116.326798,2008-10-23 10:36:01,001
39.981473,116.326765,2008-10-23 10:36:03,001
39.981748,116.326759,2008-10-23 10:36:06,001
39.981959,116.326767,2008-10-23 10:36:07,001
39.982049,116.326757,2008-10-23 10:36:08,001
39.982175,116.326752,2008-10-23 10:36:09,001
39.98228,116.326754,2008-10-23 10:36:10,001
39.982387,116.326752,2008-10-23 10:36:12,001
39.982508,116.326766,2008-10-23 10:36:15,001
39.982601,116.32673,2008-10-23 10:36:20,001
39.982675,116.326684,2008-10-23 10:36:25,001
39.982808,116.32671,2008-10-23 10:36:29,001
39.982922,116.326697,2008-10-23 10:36:32,001
39.983115,116.326693,2008-10-23 10:36:35,001
39.983215,116.326708,2008-10-23 10:36:38,001
39.98336,116.326707,2008-10-23 10:36:42,001
39.983434,116.326665,2008-10-23 10:36:47,001
39.983559,116.326665,2008-10-23 10:36:50,001
39.983719,116.326661,2008-10-23 10:36:52,001
39.983839,116.326694,2008-10-23 10:36:54,001
39.983933,116.326715,2008-10-23 10:36:56,001
39.984062,116.326728,2008-10-23 10:37:00,001
39.984142,116.326753,2008-10-23 10:37:05,001
39.984164,116.326724,2008-10-23 10:37:10,001
39.984262,116.326723,2008-10-23 10:37:15,001
39.984354,116.326715,2008-10-23 10:37:18,001
39.984457,116.326711,2008-10-23 10:37:21,001
39.984559,116.326696,2008-10-23 10:37:26,001
39.984669,116.326711,2008-10-23 10:37:30,001
39.984783,116.326683,2008-10-23 10:37:35,001
39.984889,116.326672,2008-10-23 10:37:39,001
39.985019,116.326677,2008-10-23 10:37:42,001
39.985106,116.326694,2008-10-23 10:37:43,001
39.985197,116.326686,2008-10-23 10:37:45,001
39.985304,116.326664,2008-10-23 10:37:48,001
39.985454,116.32661,2008-10-23 10:37:52,001
39.985546,116.326565,2008-10-23 10:37:57,001
39.985645,116.326589,2008-10-23 10:38:00,001
39.985752,116.326618,2008-10-23 10:38:03,001
39.98585,116.326633,2008-10-23 10:38:06,001
39.985948,116.326605,2008-10-23 10:38:10,001
39.986049,116.326554,2008-10-23 10:38:14,001
39.986141,116.326524,2008-10-23 10:38:17,001
39.986234,116.326502,2008-10-23 10:38:20,001
39.98631,116.326464,2008-10-23 10:38:25,001
39.986409,116.326442,2008-10-23 10:38:29,001
39.986534,116.326476,2008-10-23 10:38:33,001
39.986654,116.326505,2008-10-23 10:38:36,001
39.986744,116.326486,2008-10-23 10:38:40,001
39.98685,116.3265,2008-10-23 10:38:45,001
39.986948,116.326512,2008-10-23 10:38:49,001
39.987047,116.326512,2008-10-23 10:38:53,001
39.987142,116.326512,2008-10-23 10:38:57,001
39.987248,116.326502,2008-10-23 10:38:59,001
39.987344,116.326511,2008-10-23 10:39:01,001
39.987398,116.326519,2008-10-23 10:39:06,001
39.987456,116.326508,2008-10-23 10:39:11,001
39.987562,116.326498,2008-10-23 10:39:14,001
39.987671,116.3265,2008-10-23 10:39:18,001
39.987888,116.326508,2008-10-23 10:39:21,001
39.98803,116.326502,2008-10-23 10:39:25,001
39.98813,116.326492,2008-10-23 10:39:28,001
39.988222,116.326499,2008-10-23 10:39:29,001
39.988316,116.326498,2008-10-23 10:39:31,001
39.988416,116.326486,2008-10-23 10:39:33,001
39.988512,116.326463,2008-10-23 10:39:35,001
39.988603,116.326457,2008-10-23 10:39:39,001
39.988756,116.326488,2008-10-23 10:39:42,001
39.988863,116.326523,2008-10-23 10:39:46,001
39.988955,116.326536,2008-10-23 10:39:50,001
39.989061,116.326564,2008-10-23 10:39:54,001
39.989152,116.326546,2008-10-23 10:39:58,001
39.989228,116.326508,2008-10-23 10:40:03,001
39.989329,116.326511,2008-10-23 10:40:05,001
39.989436,116.326531,2008-10-23 10:40:07,001
39.989539,116.326552,2008-10-23 10:40:09,001
39.989655,116.326553,2008-10-23 10:40:13,001
39.989754,116.326547,2008-10-23 10:40:16,001
39.989851,116.326565,2008-10-23 10:40:18,001
39.989959,116.326584,2008-10-23 10:40:20,001
39.990055,116.326581,2008-10-23 10:40:23,001
39.990163,116.326564,2008-10-23 10:40:27,001
39.990239,116.326496,2008-10-23 10:40:31,001
39.990333,116.326549,2008-10-23 10:40:35,001
39.990438,116.326557,2008-10-23 10:40:39,001
39.990497,116.32642,2008-10-23 10:40:43,001
39.990585,116.326398,2008-10-23 10:40:48,001
39.990695,116.326407,2008-10-23 10:40:52,001
39.990827,116.326407,2008-10-23 10:40:56,001
39.990935,116.32636,2008-10-23 10:40:57,001
39.991013,116.326384,2008-10-23 10:41:02,001
39.991085,116.326372,2008-10-23 10:41:07,001
39.991125,116.326344,2008-10-23 10:41:12,001
39.991145,116.326347,2008-10-23 10:41:17,001
39.991145,116.326347,2008-10-23 10:41:20,001
39.991152,116.326348,2008-10-23 10:41:22,001
39.991162,116.326348,2008-10-23 10:41:27,001
39.991185,116.326337,2008-10-23 10:41:32,001
39.991202,116.326333,2008-10-23 10:41:37,001
39.99129,116.326351,2008-10-23 10:41:42,001
39.991404,116.326377,2008-10-23 10:41:46,001
39.991491,116.326426,2008-10-23 10:41:48,001
39.991524,116.326407,2008-10-23 10:41:53,001
39.991524,116.326407,2008-10-23 10:41:56,001
39.991529,116.326411,2008-10-23 10:41:58,001
39.991574,116.326394,2008-10-23 10:42:03,001
39.991652,116.326414,2008-10-23 10:42:08,001
39.991752,116.326444,2008-10-23 10:42:12,001
39.991822,116.326412,2008-10-23 10:42:17,001
39.991873,116.32641,2008-10-23 10:42:22,001
39.991962,116.326315,2008-10-23 10:42:26,001
39.992068,116.326353,2008-10-23 10:42:30,001
39.992164,116.326382,2008-10-23 10:42:34,001
39.992345,116.326371,2008-10-23 10:42:36,001
39.992429,116.326376,2008-10-23 10:42:41,001
39.992483,116.32635,2008-10-23 10:42:46,001
39.99256,116.326412,2008-10-23 10:42:51,001
39.992606,116.326408,2008-10-23 10:42:56,001
39.992705,116.32639,2008-10-23 10:43:00,001
39.992811,116.3264,2008-10-23 10:43:03,001
39.992898,116.326384,2008-10-23 10:43:08,001
39.993013,116.326371,2008-10-23 10:43:11,001
39.993135,116.326407,2008-10-23 10:43:15,001
39.993176,116.326443,2008-10-23 10:43:20,001
39.993278,116.326446,2008-10-23 10:43:24,001
39.993332,116.326481,2008-10-23 10:43:29,001
39.993433,116.326457,2008-10-23 10:43:33,001
39.993555,116.326506,2008-10-23 10:43:35,001
39.993658,116.326521,2008-10-23 10:43:38,001
39.993742,116.326543,2008-10-23 10:43:43,001
39.993839,116.326525,2008-10-23 10:43:46,001
39.99393,116.32655,2008-10-23 10:43:48,001
39.994054,116.326577,2008-10-23 10:43:52,001
39.994174,116.326612,2008-10-23 10:43:56,001
39.994266,116.326611,2008-10-23 10:43:58,001
39.994398,116.326473,2008-10-23 10:44:00,001
39.994501,116.326438,2008-10-23 10:44:02,001
39.994625,116.326408,2008-10-23 10:44:05,001
39.99472,116.326429,2008-10-23 10:44:07,001
39.994825,116.326445,2008-10-23 10:44:08,001
39.99492,116.326483,2008-10-23 10:44:10,001
39.99498,116.32653,2008-10-23 10:44:15,001
39.995123,116.326535,2008-10-23 10:44:19,001
39.995042,116.326465,2008-10-23 10:44:24,001
39.995125,116.326518,2008-10-23 10:44:27,001
39.995183,116.32649,2008-10-23 10:44:32,001
39.995268,116.32648,2008-10-23 10:44:37,001
39.995384,116.326484,2008-10-23 10:44:41,001
39.995343,116.326377,2008-10-23 10:44:43,001
39.995436,116.32634,2008-10-23 10:44:47,001
39.995529,116.326325,2008-10-23 10:44:51,001
39.99564,116.326413,2008-10-23 10:44:52,001
39.995749,116.326488,2008-10-23 10:44:53,001
39.995853,116.326562,2008-10-23 10:44:55,001
39.995894,116.326665,2008-10-23 10:44:59,001
39.995959,116.326688,2008-10-23 10:45:04,001
39.996067,116.326669,2008-10-23 10:45:09,001
39.996175,116.326658,2008-10-23 10:45:14,001
39.996276,116.326627,2008-10-23 10:45:19,001
39.99638,116.326567,2008-10-23 10:45:24,001
39.99649,116.32652,2008-10-23 10:45:28,001
39.996583,116.326516,2008-10-23 10:45:31,001
39.996716,116.326529,2008-10-23 10:45:34,001
39.996811,116.326558,2008-10-23 10:45:36,001
39.996921,116.32659,2008-10-23 10:45:39,001
39.997015,116.326629,2008-10-23 10:45:41,001
39.997121,116.326636,2008-10-23 10:45:43,001
39.997212,116.326645,2008-10-23 10:45:46,001
39.99732,116.32664,2008-10-23 10:45:50,001
39.997412,116.326632,2008-10-23 10:45:52,001
39.997507,116.326609,2008-10-23 10:45:56,001
39.997611,116.326565,2008-10-23 10:46:00,001
39.997701,116.326538,2008-10-23 10:46:03,001
39.997818,116.326508,2008-10-23 10:46:07,001
39.997938,116.326572,2008-10-23 10:46:10,001
39.998039,116.326615,2008-10-23 10:46:12,001
39.998146,116.326622,2008-10-23 10:46:15,001
39.998263,116.326635,2008-10-23 10:46:18,001
39.998381,116.326644,2008-10-23 10:46:21,001
39.998493,116.326642,2008-10-23 10:46:25,001
39.998617,116.326622,2008-10-23 10:46:28,001
39.998924,116.326603,2008-10-23 10:46:29,001
39.999019,116.326574,2008-10-23 10:46:30,001
39.999113,116.32655,2008-10-23 10:46:31,001
39.999232,116.326531,2008-10-23 10:46:34,001
39.999337,116.326513,2008-10-23 10:46:37,001
39.999471,116.326494,2008-10-23 10:46:40,001
39.999594,116.326449,2008-10-23 10:46:43,001
39.999672,116.326343,2008-10-23 10:46:47,001
39.999765,116.326273,2008-10-23 10:46:50,001
39.999828,116.326187,2008-10-23 10:46:53,001
39.99984,116.326064,2008-10-23 10:46:56,001
39.999848,116.325937,2008-10-23 10:46:59,001
39.99985,116.325819,2008-10-23 10:47:02,001
39.999842,116.325696,2008-10-23 10:47:05,001
39.999808,116.325582,2008-10-23 10:47:08,001
39.999811,116.325444,2008-10-23 10:47:12,001
39.999826,116.32531,2008-10-23 10:47:17,001
39.999787,116.325204,2008-10-23 10:47:20,001
39.99986,116.325099,2008-10-23 10:47:25,001
39.999898,116.324969,2008-10-23 10:47:27,001
39.999878,116.324815,2008-10-23 10:47:31,001
39.999828,116.324654,2008-10-23 10:47:34,001
39.999794,116.324512,2008-10-23 10:47:37,001
39.999816,116.324392,2008-10-23 10:47:41,001
39.999815,116.324254,2008-10-23 10:47:45,001
39.999814,116.324124,2008-10-23 10:47:48,001
39.999814,116.323955,2008-10-23 10:47:51,001
39.99983,116.323827,2008-10-23 10:47:54,001
39.999821,116.323704,2008-10-23 10:47:57,001
39.999827,116.323554,2008-10-23 10:48:01,001
39.999809,116.323382,2008-10-23 10:48:04,001
39.999796,116.323232,2008-10-23 10:48:07,001
39.999773,116.323095,2008-10-23 10:48:09,001
39.999787,116.322956,2008-10-23 10:48:12,001
39.999799,116.322821,2008-10-23 10:48:15,001
39.999838,116.322701,2008-10-23 10:48:18,001
39.999831,116.322563,2008-10-23 10:48:21,001
39.999838,116.322406,2008-10-23 10:48:25,001
39.999942,116.322319,2008-10-23 10:48:28,001
40.000026,116.322214,2008-10-23 10:48:31,001
40.000082,116.322072,2008-10-23 10:48:33,001
40.000164,116.321996,2008-10-23 10:48:37,001
40.000245,116.321964,2008-10-23 10:48:40,001
40.000312,116.321921,2008-10-23 10:48:45,001
40.000379,116.321901,2008-10-23 10:48:50,001
40.000461,116.321869,2008-10-23 10:48:55,001
40.000546,116.321826,2008-10-23 10:49:00,001
40.000661,116.321799,2008-10-23 10:49:04,001
40.000767,116.321822,2008-10-23 10:49:07,001
40.000856,116.321806,2008-10-23 10:49:10,001
40.00099,116.32177,2008-10-23 10:49:13,001
40.001131,116.321749,2008-10-23 10:49:15,001
40.001233,116.32174,2008-10-23 10:49:18,001
40.001323,116.321728,2008-10-23 10:49:22,001
40.001418,116.321696,2008-10-23 10:49:25,001
40.001511,116.321658,2008-10-23 10:49:30,001
40.001626,116.32167,2008-10-23 10:49:34,001
40.001769,116.321652,2008-10-23 10:49:38,001
40.001886,116.321642,2008-10-23 10:49:40,001
40.001972,116.32163,2008-10-23 10:49:44,001
40.002056,116.3216,2008-10-23 10:49:48,001
40.002144,116.3216,2008-10-23 10:49:52,001
40.002258,116.321592,2008-10-23 10:49:56,001
40.002411,116.321576,2008-10-23 10:49:59,001
40.002515,116.321562,2008-10-23 10:50:01,001
40.002609,116.321564,2008-10-23 10:50:04,001
40.002711,116.321569,2008-10-23 10:50:09,001
40.0028,116.32155,2008-10-23 10:50:12,001
40.002899,116.32152,2008-10-23 10:50:16,001
40.002995,116.321505,2008-10-23 10:50:19,001
40.003098,116.321496,2008-10-23 10:50:22,001
40.003213,116.321495,2008-10-23 10:50:26,001
40.003314,116.3215,2008-10-23 10:50:30,001
40.003458,116.321485,2008-10-23 10:50:34,001
40.003572,116.321455,2008-10-23 10:50:38,001
40.0037,116.321452,2008-10-23 10:50:41,001
40.003801,116.321465,2008-10-23 10:50:45,001
40.003903,116.321465,2008-10-23 10:50:49,001
40.00403,116.321456,2008-10-23 10:50:54,001
40.004141,116.321424,2008-10-23 10:50:58,001
40.004239,116.321404,2008-10-23 10:51:01,001
40.004335,116.321401,2008-10-23 10:51:04,001
40.0044,116.321379,2008-10-23 10:51:09,001
40.004449,116.321361,2008-10-23 10:51:14,001
40.004571,116.32134,2008-10-23 10:51:18,001
40.004674,116.32129,2008-10-23 10:51:22,001
40.004713,116.321176,2008-10-23 10:51:26,001
40.004781,116.321069,2008-10-23 10:51:30,001
40.004812,116.320936,2008-10-23 10:51:33,001
40.004815,116.320788,2008-10-23 10:51:37,001
40.004824,116.320635,2008-10-23 10:51:40,001
40.004816,116.320488,2008-10-23 10:51:43,001
40.004814,116.32034,2008-10-23 10:51:47,001
40.004809,116.320218,2008-10-23 10:51:50,001
40.004827,116.320101,2008-10-23 10:51:53,001
40.004847,116.319976,2008-10-23 10:51:56,001
40.004861,116.31985,2008-10-23 10:51:59,001
40.004866,116.319727,2008-10-23 10:52:02,001
40.004863,116.319604,2008-10-23 10:52:05,001
40.004878,116.319471,2008-10-23 10:52:08,001
40.004887,116.319338,2008-10-23 10:52:11,001
40.004896,116.319216,2008-10-23 10:52:14,001
40.004919,116.319096,2008-10-23 10:52:18,001
40.004932,116.318935,2008-10-23 10:52:22,001
40.004936,116.318786,2008-10-23 10:52:25,001
40.00492,116.318667,2008-10-23 10:52:27,001
40.004894,116.318484,2008-10-23 10:52:30,001
40.004906,116.318344,2008-10-23 10:52:33,001
40.004925,116.318207,2008-10-23 10:52:36,001
40.004976,116.318109,2008-10-23 10:52:38,001
40.005008,116.317982,2008-10-23 10:52:41,001
40.005021,116.317868,2008-10-23 10:52:46,001
40.005093,116.317838,2008-10-23 10:52:49,001
40.005206,116.317806,2008-10-23 10:52:53,001
40.005336,116.317808,2008-10-23 10:52:56,001
40.005435,116.317756,2008-10-23 10:53:01,001
40.005527,116.317748,2008-10-23 10:53:04,001
40.005632,116.317759,2008-10-23 10:53:06,001
40.005764,116.317728,2008-10-23 10:53:08,001
40.005866,116.317691,2008-10-23 10:53:12,001
40.005988,116.317684,2008-10-23 10:53:16,001
40.006115,116.317683,2008-10-23 10:53:20,001
40.006241,116.317674,2008-10-23 10:53:23,001

40.003633,116.324214,2009-03-14 05:38:22,005
40.003527,116.324246,2009-03-14 05:38:27,005
40.003432,116.324236,2009-03-14 05:38:32,005
40.00336,116.324264,2009-03-14 05:38:37,005
40.003223,116.324292,2009-03-14 05:38:42,005
40.003119,116.324315,2009-03-14 05:38:47,005
40.002973,116.324347,2009-03-14 05:38:52,005
40.002844,116.324357,2009-03-14 05:38:57,005
40.002705,116.324356,2009-03-14 05:39:02,005
40.002613,116.324366,2009-03-14 05:39:07,005
40.002483,116.324349,2009-03-14 05:39:12,005
40.002341,116.324342,2009-03-14 05:39:17,005
40.002217,116.324362,2009-03-14 05:39:22,005
40.002082,116.324395,2009-03-14 05:39:27,005
40.001964,116.324378,2009-03-14 05:39:32,005
40.001825,116.324371,2009-03-14 05:39:37,005
40.001708,116.324367,2009-03-14 05:39:42,005
40.001585,116.324375,2009-03-14 05:39:47,005
40.00149,116.324383,2009-03-14 05:39:52,005
40.001373,116.324401,2009-03-14 05:39:57,005
40.001265,116.324412,2009-03-14 05:40:02,005
40.001107,116.324397,2009-03-14 05:40:07,005
40.00097,116.324406,2009-03-14 05:40:12,005
40.000866,116.324409,2009-03-14 05:40:17,005
40.000776,116.324427,2009-03-14 05:40:22,005
40.000637,116.324429,2009-03-14 05:40:27,005
40.000461,116.324423,2009-03-14 05:40:32,005
40.000369,116.324447,2009-03-14 05:40:37,005
40.000277,116.324456,2009-03-14 05:40:42,005
40.000118,116.324449,2009-03-14 05:40:47,005
40.000005,116.324489,2009-03-14 05:40:52,005
39.999848,116.32457,2009-03-14 05:40:57,005
39.999761,116.32467,2009-03-14 05:41:02,005
39.999752,116.324834,2009-03-14 05:41:07,005
39.999749,116.325045,2009-03-14 05:41:12,005
39.999748,116.325228,2009-03-14 05:41:17,005
39.999741,116.325397,2009-03-14 05:41:22,005
39.99968,116.325541,2009-03-14 05:41:27,005
39.999566,116.325621,2009-03-14 05:41:32,005
39.999456,116.325701,2009-03-14 05:41:37,005
39.999367,116.32578,2009-03-14 05:41:42,005
39.999282,116.325863,2009-03-14 05:41:47,005
39.999203,116.325982,2009-03-14 05:41:52,005
39.999144,116.32609,2009-03-14 05:41:57,005
39.999068,116.326152,2009-03-14 05:42:02,005
39.998953,116.326144,2009-03-14 05:42:07,005
39.998836,116.32615,2009-03-14 05:42:12,005
39.998711,116.326167,2009-03-14 05:42:17,005
39.998601,116.326181,2009-03-14 05:42:22,005
39.99851,116.326189,2009-03-14 05:42:27,005
39.998379,116.326213,2009-03-14 05:42:32,005
39.99825,116.326224,2009-03-14 05:42:37,005
39.998136,116.326202,2009-03-14 05:42:42,005
39.998,116.3262,2009-03-14 05:42:47,005
39.997884,116.326188,2009-03-14 05:42:52,005
39.997738,116.326181,2009-03-14 05:42:57,005
39.997619,116.326232,2009-03-14 05:43:02,005
39.997484,116.326223,2009-03-14 05:43:07,005
39.997368,116.32626,2009-03-14 05:43:12,005
39.997246,116.326259,2009-03-14 05:43:17,005
